Nome,Data,Alta,Baixa,Aberto,Fechado,Volume,Valor de Mercado
Litecoin,2015/01/10,1.9803400039672847,1.6218600273132324,1.9699900150299072,1.6533199548721311,2911190,58655833
Dash,2015/01/10,1.73,1.62,1.73,1.66,65124,8665460
Stellar,2015/01/10,0.0056781899183988,0.0049691097810864,0.0056245499290525,0.0051801800727844,123545,18460873
XRP,2015/01/10,0.0206230003386735,0.0192296002060174,0.0206230003386735,0.0192332994192838,1550330,595810614
Monero,2015/01/10,0.4302319884300232,0.3708690106868744,0.4259659945964813,0.4192160069942474,23213,2370858
Bitcoin,2015/01/10,288.12701416015625,273.96600341796875,287.3030090332031,274.7959899902344,15264300,3767535599
Litecoin,2015/01/11,1.8782099485397337,1.6439900398254397,1.653599977493286,1.724560022354126,2581500,61230338
Stellar,2015/01/11,0.005301000084728,0.0049614901654422,0.0051788198761641,0.0050620101392269,40552,18043861
Bitcoin,2015/01/11,279.63800048828125,265.0390014648437,274.6080017089844,265.6600036621094,18200800,3643307730
XRP,2015/01/11,0.0192875005304813,0.0187554005533456,0.0192443002015352,0.0187650993466377,558120,581306679
Monero,2015/01/11,0.4195280075073242,0.3724440038204193,0.4189429879188537,0.3787479996681213,12932,2148505
Dash,2015/01/11,1.69,1.62,1.66,1.64,43774,8331940
Dash,2015/01/12,1.67,1.62,1.64,1.66,46532,8232030
XRP,2015/01/12,0.0188526008278131,0.0184343997389078,0.0187817998230457,0.0184343997389078,560642,571062229
Stellar,2015/01/12,0.0050688101910054,0.0047836201265454,0.0050392798148095,0.0049033700488507,60808,17482704
Bitcoin,2015/01/12,272.2030029296875,265.20001220703125,266.14599609375,267.7959899902344,18880300,3673551884
Litecoin,2015/01/12,1.7941999435424805,1.6967600584030151,1.7176799774169922,1.714229941368103,1738370,60912256
Monero,2015/01/12,0.3850370049476623,0.3602530062198639,0.3788729906082153,0.3643159866333008,12038,2072979
XRP,2015/01/13,0.0207685008645057,0.0155988996848464,0.0184278991073369,0.0156479999423027,3113440,484744921
Stellar,2015/01/13,0.0049080401659011,0.0039262599311769,0.0048678899183869,0.004053299780935,131331,14454766
Dash,2015/01/13,1.67,1.33,1.66,1.35,77956,8343790
Bitcoin,2015/01/13,268.2770080566406,219.906005859375,267.3940124511719,225.86099243164065,72843904,3099004902
Litecoin,2015/01/13,1.7191400527954102,1.533460021018982,1.710199952125549,1.5411200523376465,4039950,54800307
Monero,2015/01/13,0.3651989996433258,0.2973540127277374,0.3637630045413971,0.3094789981842041,15632,1766268
Stellar,2015/01/14,0.0043848901987075,0.0036877400707453,0.0040199300274252,0.0043179998174309,181567,15403148
Dash,2015/01/14,1.35,1.05,1.34,1.08,41255,6754020
Bitcoin,2015/01/14,223.8939971923828,171.50999450683594,223.8939971923828,178.10299682617188,97638704,2444379076
Monero,2015/01/14,0.3047220110893249,0.2129669934511184,0.3004089891910553,0.2235219925642013,20845,1279606
XRP,2015/01/14,0.0223350003361701,0.0141126997768878,0.0156113002449274,0.0142325004562735,1886420,440895455
Litecoin,2015/01/14,1.582669973373413,1.1137399673461914,1.5496100187301636,1.1570099592208862,4721280,41173189
Monero,2015/01/15,0.2737129926681518,0.2201209962368011,0.2201209962368011,0.2617140114307403,14019,1502880
Stellar,2015/01/15,0.0053673600777983,0.0043317098170518,0.0043317098170518,0.0050126397982239,196676,17886511
XRP,2015/01/15,0.0165356993675231,0.0142043996602296,0.0142043996602296,0.0164442006498575,2285810,509409664
Bitcoin,2015/01/15,229.06700134277344,176.89700317382812,176.89700317382812,209.843994140625,81773504,2880801385
Litecoin,2015/01/15,1.376579999923706,1.1525399684906006,1.1532399654388428,1.282770037651062,3487080,45680600
Dash,2015/01/15,1.35,1.08,1.08,1.29,31672,5421460
Dash,2015/01/16,1.38,1.23,1.29,1.28,67351,6493510
XRP,2015/01/16,0.017093900591135,0.0163605995476245,0.0164493005722761,0.0164030008018016,1651550,508133368
Litecoin,2015/01/16,1.4727799892425537,1.271690011024475,1.2771899700164795,1.402269959449768,2669280,49970739
Stellar,2015/01/16,0.0051018199883401,0.0043124398216605,0.0049796598032116,0.0044579301029443,129665,15911893
Bitcoin,2015/01/16,221.59100341796875,199.77099609375,209.07000732421875,208.0970001220703,38421000,2857541182
Monero,2015/01/16,0.2821410000324249,0.2476180046796798,0.2605380117893219,0.27844899892807,14483,1603777
XRP,2015/01/17,0.0164014007896184,0.0153612000867724,0.0163931008428335,0.0153614003211259,737736,475866604
Bitcoin,2015/01/17,211.7310028076172,194.875,207.83399963378903,199.25999450683597,23469700,2736875952
Monero,2015/01/17,0.2845480144023895,0.2365210056304931,0.2820239961147308,0.2480569928884506,12834,1432863
Litecoin,2015/01/17,1.4036200046539309,1.2521899938583374,1.3977999687194824,1.2934099435806274,1514960,46126369
Stellar,2015/01/17,0.0046481899917125,0.0042971400544047,0.0043657198548316,0.0046170600689947,39285,16484421
Dash,2015/01/17,1.29,1.18,1.27,1.22,29037,6428910
Stellar,2015/01/18,0.0050025801174342,0.0043965298682451,0.0046497201547026,0.0047389701940119,54344,16924141
Dash,2015/01/18,1.35,1.19,1.22,1.31,43795,6179800
XRP,2015/01/18,0.0158057995140552,0.0150915998965501,0.0153860002756118,0.0156222004443407,1170730,483945686
Monero,2015/01/18,0.2697809934616089,0.2327509969472885,0.2487300038337707,0.2586559951305389,11861,1498599
Bitcoin,2015/01/18,218.69500732421875,194.5059967041016,200.0500030517578,210.3390045166016,30085100,2889858038
Litecoin,2015/01/18,1.3722800016403198,1.2333600521087646,1.296030044555664,1.3333300352096558,1694820,47586420
Litecoin,2015/01/19,1.3593000173568726,1.306380033493042,1.328570008277893,1.3417799472808838,728641,47924832
Dash,2015/01/19,1.37,1.31,1.31,1.37,53757,6640150
XRP,2015/01/19,0.0160170998424291,0.015651199966669,0.0156567990779876,0.0159907005727291,1093540,495361107
Monero,2015/01/19,0.2648400068283081,0.2377109974622726,0.2557030022144317,0.2541809976100921,17060,1477115
Stellar,2015/01/19,0.005071029998362,0.0046548000536859,0.0047552399337291,0.0048285201191902,57052,17249720
Bitcoin,2015/01/19,216.72799682617188,207.3179931640625,211.4709930419922,214.86099243164065,18658300,2952759522
XRP,2015/01/20,0.0161137003451585,0.0158502999693155,0.0159467998892068,0.0161119997501373,1029700,499118748
Monero,2015/01/20,0.2546559870243072,0.2303189933300018,0.2537649869918823,0.2362229973077774,8074,1376789
Litecoin,2015/01/20,1.3448100090026855,1.2996400594711304,1.3409899473190308,1.32354998588562,1069660,47313014
Bitcoin,2015/01/20,215.24099731445312,205.1529998779297,212.9069976806641,211.31500244140625,24051100,2904651464
Dash,2015/01/20,1.43,1.32,1.36,1.43,68855,6855510
Stellar,2015/01/20,0.0048588197678327,0.004668990150094,0.0048043602146208,0.0047434298321604,35158,16951843
XRP,2015/01/21,0.0167174004018306,0.0161076001822948,0.0161076001822948,0.016652999445796,1141990,515877886
Bitcoin,2015/01/21,227.7879943847656,211.2120056152344,211.3780059814453,226.89700317382807,29924600,3119680595
Monero,2015/01/21,0.262472003698349,0.2329879999160766,0.2406560033559799,0.2612679898738861,10021,1527284
Dash,2015/01/21,1.62,1.42,1.43,1.6,108223,7212260
Stellar,2015/01/21,0.0050811502151191,0.0047702500596642,0.0047702500596642,0.0050537302158772,65656,18068290
Litecoin,2015/01/21,1.374169945716858,1.3182100057601929,1.3238999843597412,1.3733099699020386,1191370,49128866
Dash,2015/01/22,1.71,1.55,1.6,1.63,73737,8084380
Litecoin,2015/01/22,1.453879952430725,1.374269962310791,1.374269962310791,1.4187500476837158,1660700,50798988
Monero,2015/01/22,0.2874389886856079,0.2572210133075714,0.2615079879760742,0.2734420001506805,15643,1603014
Bitcoin,2015/01/22,237.0189971923828,226.4340057373047,227.32200622558597,233.406005859375,33544600,3209962696
Stellar,2015/01/22,0.0052172699943184,0.0049076699651777,0.0049884798936545,0.0049141100607812,59947,17574047
XRP,2015/01/22,0.0170418005436658,0.0166711006313562,0.0167001001536846,0.0170099008828401,1105630,526933961
Monero,2015/01/23,0.28957399725914,0.2554639875888824,0.2739929854869842,0.2831409871578216,12269,1664759
Dash,2015/01/23,1.64,1.56,1.63,1.59,70270,8246490
Bitcoin,2015/01/23,234.84500122070312,225.1959991455078,233.5169982910156,232.8789978027344,24621700,3203436948
Stellar,2015/01/23,0.0049164900556206,0.0047078002244234,0.0049164900556206,0.0048813601024448,42575,17465711
Litecoin,2015/01/23,1.4301600456237793,1.380679965019226,1.412310004234314,1.425950050354004,1267530,51099994
XRP,2015/01/23,0.0170134007930755,0.0166942998766899,0.0170125998556613,0.0167337004095315,1080800,518377817
XRP,2015/01/24,0.0168682001531124,0.0165983997285366,0.0167197994887828,0.0167357996106147,945649,518442871
Stellar,2015/01/24,0.0051005501300096,0.0048061697743833,0.0048745200037956,0.0050381398759782,59006,18034546
Dash,2015/01/24,1.74,1.58,1.6,1.74,51767,8120840
Litecoin,2015/01/24,1.8870099782943728,1.4191299676895142,1.4306800365447998,1.8437999486923216,4858920,66128448
Monero,2015/01/24,0.3064909875392914,0.2664520144462585,0.2799969911575317,0.2983689904212951,16130,1759524
Bitcoin,2015/01/24,248.2100067138672,230.02200317382807,232.6999969482422,247.8470001220703,24782500,3410114481
XRP,2015/01/25,0.0169182997196912,0.0163927990943193,0.01670310087502,0.0165782999247312,892182,513563824
Dash,2015/01/25,1.82,1.72,1.74,1.81,60453,8801230
Monero,2015/01/25,0.3328399956226349,0.2952579855918884,0.2971149981021881,0.3102270066738128,24533,1834772
Litecoin,2015/01/25,2.3749499320983887,1.8394999504089355,1.8420499563217163,2.248300075531006,9178540,80704874
Stellar,2015/01/25,0.0050829597748816,0.004709789995104,0.005030230153352,0.0047903498634696,69844,17153593
Bitcoin,2015/01/25,255.07400512695312,243.88999938964844,247.3520050048828,253.71800231933597,33582700,3491686145
Bitcoin,2015/01/26,309.3840026855469,254.07899475097656,254.07899475097656,273.4729919433594,106794000,3764417376
XRP,2015/01/26,0.0178081002086401,0.0158312004059553,0.0165862999856472,0.0160188004374504,3079280,496231591
Stellar,2015/01/26,0.005161149892956,0.0046045901253819,0.004805679898709,0.00470920978114,148296,16870710
Monero,2015/01/26,0.3629849851131439,0.299822986125946,0.3158180117607116,0.3170779943466186,29144,1880561
Litecoin,2015/01/26,2.3853600025177,2.060699939727783,2.245490074157715,2.081049919128418,8803090,74761730
Dash,2015/01/26,2.09,1.79,1.81,1.88,110222,9158080
Monero,2015/01/27,0.3305929899215698,0.2887459993362427,0.316540002822876,0.320371001958847,17844,1905485
Litecoin,2015/01/27,2.1370201110839844,1.8695399761199951,2.0741798877716064,2.0860800743103027,4502690,75005954
Stellar,2015/01/27,0.0049382899887859,0.0044351601973176,0.0047062300145626,0.0048161097802221,92001,17260321
Bitcoin,2015/01/27,275.4800109863281,250.6529998779297,273.1669921875,263.4750061035156,44399000,3627760928
Dash,2015/01/27,1.89,1.68,1.87,1.82,73397,9507040
XRP,2015/01/27,0.0160649009048938,0.0154614001512527,0.0160070993006229,0.0158405005931854,1316000,490708200
XRP,2015/01/28,0.0159323997795581,0.0149184996262192,0.0158357005566358,0.0149702001363039,1380280,463747981
Monero,2015/01/28,0.3300949931144714,0.2762520015239715,0.319018006324768,0.2909789979457855,16093,1735334
Dash,2015/01/28,1.82,1.6,1.82,1.65,67481,9238150
Litecoin,2015/01/28,2.13484001159668,1.8094300031661987,2.091269969940185,1.8720200061798096,3295480,67363431
Stellar,2015/01/28,0.0054309801198542,0.0044154901988804,0.0048123700544238,0.0048948801122605,30636,17550142
Bitcoin,2015/01/28,266.5350036621094,227.04600524902344,263.3510131835937,233.9149932861328,44352200,3221728839
Litecoin,2015/01/29,1.9489099979400637,1.832669973373413,1.876629948616028,1.9156700372695925,2191570,68989223
Stellar,2015/01/29,0.0049765198491513,0.0041803200729191,0.0048989299684762,0.00455556018278,92086,16340748
XRP,2015/01/29,0.0149884996935725,0.0145378001034259,0.0149656999856233,0.0147058004513382,1097200,455557378
Bitcoin,2015/01/29,238.70599365234372,220.7120056152344,233.34800720214844,233.51300048828125,32213400,3217149466
Monero,2015/01/29,0.3183310031890869,0.2809450030326843,0.2902759909629822,0.3099110126495361,27625,1854002
Dash,2015/01/29,1.68,1.58,1.64,1.64,67225,8338510
Stellar,2015/01/30,0.0050507998093962,0.0044156601652503,0.0045459801331162,0.0044624200090765,41892,16013008
Bitcoin,2015/01/30,242.8509979248047,225.8390045166016,232.77200317382807,226.4250030517578,26605200,3120272355
Litecoin,2015/01/30,1.984380006790161,1.8906400203704836,1.9144599437713623,1.897629976272583,1805110,68395337
XRP,2015/01/30,0.0148149998858571,0.0144384000450372,0.014690900221467,0.0144429998472332,807399,447416340
Monero,2015/01/30,0.3211440145969391,0.2867549955844879,0.3061389923095703,0.2940180003643036,21911,1764001
Dash,2015/01/30,1.7,1.61,1.64,1.64,53994,8332160
XRP,2015/01/31,0.0146399997174739,0.0142706995829939,0.0144405998289585,0.0142980003729462,557619,442924519
Stellar,2015/01/31,0.0055248001590371,0.004333599936217,0.0044450699351727,0.004333599936217,24903,15556416
Litecoin,2015/01/31,1.9399199485778809,1.8705099821090696,1.8961299657821653,1.8734999895095823,1205140,67578652
Monero,2015/01/31,0.3023760020732879,0.2795009911060333,0.2940419912338257,0.2843630015850067,10211,1710802
Dash,2015/01/31,1.68,1.6,1.64,1.61,33035,8341480
Bitcoin,2015/01/31,233.5039978027344,216.3090057373047,226.4409942626953,217.4640045166016,23348200,2997692311
Dash,2015/02/01,1.93,1.56,1.61,1.88,296157,8174880
Monero,2015/02/01,0.3111509978771209,0.2727029919624328,0.2836099863052368,0.2999539971351623,17050,1809689
Litecoin,2015/02/01,1.8809800148010252,1.6791499853134155,1.8787800073623655,1.80351996421814,2661610,65106989
Stellar,2015/02/01,0.0043902401812374,0.0039012099150568,0.0043254499323666,0.0041421600617468,70974,14874634
XRP,2015/02/01,0.0143307000398635,0.01408820040524,0.0142863001674413,0.0141385998576879,852106,437986614
Bitcoin,2015/02/01,231.57400512695312,212.01499938964844,216.86700439453125,226.9720001220703,29128500,3129637468
Monero,2015/02/02,0.3058690130710602,0.2839440107345581,0.3008100092411041,0.3012419939041137,16725,1822558
Dash,2015/02/02,1.96,1.78,1.88,1.93,154511,9552660
Bitcoin,2015/02/02,242.1750030517578,222.65899658203125,226.49099731445312,238.22900390625,30612100,3285797305
Litecoin,2015/02/02,1.882449984550476,1.747920036315918,1.812809944152832,1.8761800527572632,1955370,67784609
Stellar,2015/02/02,0.0043239300139248,0.003934159874916,0.0041372799314558,0.0041798101738095,28423,15015582
XRP,2015/02/02,0.0141994003206491,0.0135337002575397,0.0141371004283428,0.0136700998991727,1482760,423473386
Litecoin,2015/02/03,1.937600016593933,1.8080899715423584,1.87417995929718,1.8217600584030151,2425490,65871024
Bitcoin,2015/02/03,245.95700073242188,224.4830017089844,237.45399475097656,227.26800537109372,40783700,3135343874
Monero,2015/02/03,0.3073979914188385,0.2757770121097564,0.3009620010852813,0.2887339890003204,11397,1751752
Dash,2015/02/03,1.96,1.75,1.93,1.79,62006,9820270
XRP,2015/02/03,0.0137112000957131,0.0129827996715903,0.0136583000421524,0.0130251999944448,1264170,403495625
Stellar,2015/02/03,0.0041867098771035,0.0037102699279785,0.0041598598472774,0.0037496399600058,38689,13474638
Stellar,2015/02/04,0.003818430006504,0.0036405399441719,0.0037510900292545,0.0037646200507879,33568,13530684
Monero,2015/02/04,0.2962409853935241,0.2651309967041015,0.2890540063381195,0.2894859910011291,19736,1761171
XRP,2015/02/04,0.0135257001966238,0.0130268996581435,0.0130268996581435,0.0134982001036405,625444,418148255
Litecoin,2015/02/04,1.838879942893982,1.757580041885376,1.8208500146865845,1.7923500537872314,3683490,64855655
Bitcoin,2015/02/04,230.05799865722656,221.11300659179688,227.5110015869141,226.85299682617188,26594300,3130520358
Dash,2015/02/04,1.86,1.77,1.78,1.83,58636,9079530
Litecoin,2015/02/05,1.810160040855408,1.7302000522613523,1.7947399616241455,1.741230010986328,4490700,63053689
Dash,2015/02/05,1.89,1.73,1.83,1.77,49522,9349800
XRP,2015/02/05,0.0144725004211068,0.013502599671483,0.013502599671483,0.014466299675405,1221720,448138129
Monero,2015/02/05,0.298088014125824,0.2669880092144012,0.2894859910011291,0.2722730040550232,13746,1661116
Bitcoin,2015/02/05,239.40499877929688,214.7250061035156,227.6649932861328,217.11099243164065,22516400,2996945966
Stellar,2015/02/05,0.0040241600945591,0.003605379955843,0.0037645299453288,0.0040011899545788,48565,14386892
Dash,2015/02/06,1.87,1.74,1.77,1.79,40361,9042210
Litecoin,2015/02/06,1.8274600505828855,1.740190029144287,1.7403299808502195,1.75941002368927,2332680,63763489
Monero,2015/02/06,0.2819409966468811,0.2624689936637878,0.2723270058631897,0.2707720100879669,14473,1656495
XRP,2015/02/06,0.0154942004010081,0.0144731998443603,0.0144731998443603,0.0151853002607822,1790130,484540928
Stellar,2015/02/06,0.0042452700436115,0.0037899299059063,0.0040599298663437,0.0038254000246524,68194,13761358
Bitcoin,2015/02/06,230.50999450683597,216.23199462890625,216.92300415039065,222.26600646972656,24435300,3069076711
Bitcoin,2015/02/07,230.2989959716797,222.60699462890625,222.63299560546875,227.7539978027344,21604200,3145761023
Stellar,2015/02/07,0.003903429955244,0.0037797100376337,0.0038166299927979,0.0038248600903898,15482,13765165
Dash,2015/02/07,1.87,1.8,1.8,1.86,30169,9163350
Monero,2015/02/07,0.2843379974365234,0.2641479969024658,0.2708309888839721,0.2757019996643066,12075,1691471
XRP,2015/02/07,0.0151930004358291,0.0144589003175497,0.0151861999183893,0.0145771000534296,518284,465134147
Litecoin,2015/02/07,1.7917399406433103,1.7426899671554563,1.759559988975525,1.7817200422286987,1272440,64623081
Litecoin,2015/02/08,1.8136500120162964,1.7580900192260742,1.7867900133132937,1.7835899591445925,793432,64741025
Monero,2015/02/08,0.2797980010509491,0.2556869983673095,0.2754589915275574,0.2650339901447296,11615,1630418
XRP,2015/02/08,0.0146511998027563,0.0143977999687194,0.0145760998129844,0.0144264996051788,446888,460328719
Bitcoin,2015/02/08,229.43800354003903,221.07699584960935,227.6929931640625,223.41200256347656,17145200,3086537315
Dash,2015/02/08,1.86,1.8,1.86,1.84,44831,9481190
Stellar,2015/02/08,0.0038820500485599,0.0037140299100428,0.0038297600112855,0.0037326100282371,20382,13436030
Dash,2015/02/09,2.27,1.83,1.84,2.17,270445,9392880
Monero,2015/02/09,0.2652559876441955,0.2473600059747696,0.2587679922580719,0.2517380118370056,12603,1552764
Bitcoin,2015/02/09,223.9770050048828,217.0189971923828,223.38900756835935,220.1100006103516,27791300,3041799140
Stellar,2015/02/09,0.0037889899685978,0.0035866000689566,0.0037336701061576,0.0036387899890542,23287,13100881
XRP,2015/02/09,0.0144331995397806,0.0139944003894925,0.0144303999841213,0.0139944003894925,625357,446541034
Litecoin,2015/02/09,1.7855099439620972,1.715260028839111,1.7852699756622314,1.731469988822937,1412300,62894270
Litecoin,2015/02/10,1.786149978637695,1.6872899532318115,1.7332500219345093,1.7631800174713137,1943220,64095039
XRP,2015/02/10,0.0140065997838974,0.0136265000328421,0.0140033001080155,0.0136487996205687,850302,435513439
Dash,2015/02/10,2.49,2.06,2.16,2.49,238651,11049300
Monero,2015/02/10,0.2549319863319397,0.2373970001935959,0.2528969943523407,0.244718998670578,14973,1513561
Bitcoin,2015/02/10,221.8070068359375,215.33200073242188,220.2819976806641,219.8390045166016,21115100,3038850985
Stellar,2015/02/10,0.003668240038678,0.003378489986062,0.0036405900027602,0.003555339993909,30401,12805883
Monero,2015/02/11,0.2517569959163666,0.2282869964838028,0.2445069998502731,0.2314970046281814,23085,1435719
Bitcoin,2015/02/11,223.406005859375,218.07400512695312,219.73199462890625,219.18499755859372,17201900,3030676475
Stellar,2015/02/11,0.0036008900497108,0.0033965699840337,0.0035539700184017,0.0035147001035511,20839,12664369
Litecoin,2015/02/11,1.7885500192642212,1.7151700258255005,1.7608100175857544,1.7274399995803833,1202390,62846175
XRP,2015/02/11,0.0137804001569747,0.0135877002030611,0.0136425998061895,0.0137764001265168,457627,439584970
Dash,2015/02/11,3.43,2.46,2.48,3.23,774898,12679100
Stellar,2015/02/12,0.0035230501089245,0.0033364000264555,0.0035176998935639,0.0034229399170726,22950,12338937
Litecoin,2015/02/12,1.7651400566101074,1.7167500257492063,1.730810046195984,1.7575600147247314,1073660,63996106
Monero,2015/02/12,0.2558470070362091,0.2242659926414489,0.2348690032958984,0.2467409968376159,25486,1534325
Bitcoin,2015/02/12,222.19900512695312,217.61399841308597,219.2079925537109,221.76400756835935,15206200,3066996120
Dash,2015/02/12,3.4,2.67,3.2,2.81,549894,16383400
XRP,2015/02/12,0.0140685001388192,0.0137739004567265,0.0137801999226212,0.0140394996851682,542301,447980110
Litecoin,2015/02/13,1.853209972381592,1.7456300258636477,1.7550899982452393,1.821679949760437,2417560,66381845
Monero,2015/02/13,0.2644039988517761,0.2375590056180954,0.2500090003013611,0.2556410133838653,12966,1593932
Stellar,2015/02/13,0.0036853800993412,0.0033749099820852,0.0034243098925799,0.0035818400792777,20250,12917333
Bitcoin,2015/02/13,240.25900268554688,221.26199340820312,221.968994140625,235.427001953125,42744400,3256814719
XRP,2015/02/13,0.0146610001102089,0.0140305999666452,0.0140305999666452,0.0145655004307627,1005470,464764008
Dash,2015/02/13,3.29,2.78,2.82,2.92,228439,14443300
Stellar,2015/02/14,0.0037808800116181,0.0035492898896336,0.0035731999669224,0.0037089399993419,27228,13380218
Monero,2015/02/14,0.2821600139141083,0.252122014760971,0.2552419900894165,0.2803219854831695,19546,1752528
Litecoin,2015/02/14,1.963170051574707,1.8213800191879272,1.8229299783706665,1.937690019607544,2967890,70669694
Dash,2015/02/14,3.14,2.75,2.92,2.88,208369,14945200
Bitcoin,2015/02/14,259.8080139160156,235.5279998779297,235.5279998779297,257.3210144042969,49732500,3560717936
XRP,2015/02/14,0.0150290001183748,0.0145637998357415,0.0145637998357415,0.0149557003751397,816442,477214725
Monero,2015/02/15,0.2808499932289123,0.2424439936876297,0.2798619866371155,0.2513799965381622,13141,1575834
Stellar,2015/02/15,0.0037014801055192,0.0032556098885834,0.0036956900730729,0.0032849400304257,29545,11853368
